timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716628375148,516,Click on LoginPage,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,4250,3127,10,10,null,0,10023,0
1716628380153,345,/actions/Account.action-87,200,,Thread Group 1-7,text,true,,2238,2229,10,10,https://petstore.octoperf.com/actions/Catalog.action,179,0,0
1716628380153,179,/actions/Account.action-87-0,302,,Thread Group 1-7,,true,,230,1243,10,10,https://petstore.octoperf.com/actions/Account.action,179,0,0
1716628380332,166,/actions/Account.action-87-1,200,,Thread Group 1-7,text,true,,2008,986,10,10,https://petstore.octoperf.com/actions/Catalog.action,165,0,0
1716628385515,171,/actions/Catalog.action-91,200,,Thread Group 1-7,text,true,,2012,898,10,10,https://petstore.octoperf.com/actions/Catalog.action,171,0,0
1716628375174,568,Click on LoginPage,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,4249,3127,10,10,null,0,10022,0
1716628375174,571,Click on LoginPage,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,4252,3127,10,10,null,0,10019,0
1716628380191,367,/actions/Account.action-87,200,,Thread Group 1-8,text,true,,2241,2229,10,10,https://petstore.octoperf.com/actions/Catalog.action,194,0,0
1716628380191,370,/actions/Account.action-87,200,,Thread Group 1-6,text,true,,2241,2229,10,10,https://petstore.octoperf.com/actions/Catalog.action,196,0,0
1716628380191,194,/actions/Account.action-87-0,302,,Thread Group 1-8,,true,,230,1243,10,10,https://petstore.octoperf.com/actions/Account.action,194,0,0
